2,2,0,1,1,1,1,1,1
2,2,1,1,1,1,1,1,1
2,2,2,1,1,1,1,1,1
2,2,3,1,1,1,1,1,1
2,3,0,1,1,1,1,1,1
2,3,1,1,1,1,1,1,1
2,3,2,1,1,1,1,1,1
2,3,3,1,1,1,1,1,1
2,4,0,1,1,1,1,1,1
2,4,1,1,1,1,1,1,1
2,4,2,1,1,1,1,1,1
2,4,3,1,1,1,1,1,1
2,5,0,1,1,1,1,1,1
2,5,1,1,1,1,1,1,1
2,5,2,1,1,1,1,1,1
2,5,3,1,1,1,1,1,1
2,6,0,1,1,1,1,1,1
2,6,1,1,1,1,1,1,1
2,6,2,1,1,1,1,1,1
2,6,3,1,1,1,1,1,1
2,7,0,1,1,1,1,1,1
2,7,1,1,1,1,1,1,1
2,7,2,1,1,1,1,1,1
2,7,3,1,1,1,1,1,1
2,8,0,1,1,1,1,1,1
2,8,1,1,1,1,1,1,1
2,8,2,1,1,1,1,1,1
2,8,3,1,1,1,1,1,1
2,9,0,1,1,1,1,1,1
2,9,1,1,1,1,1,1,1
2,9,2,1,1,1,1,1,1
2,9,3,1,1,1,1,1,1
2,10,0,1,1,1,1,1,1
2,10,1,1,1,1,1,1,1
2,10,2,1,1,1,1,1,1
2,10,3,1,1,1,1,1,1
2,11,0,1,1,1,1,1,1
2,11,1,1,1,1,1,1,1
2,11,2,1,1,1,1,1,1
2,11,3,1,1,1,1,1,1
2,12,0,1,1,1,1,1,1
2,12,1,1,1,1,1,1,1
2,12,2,1,1,1,1,1,1
2,12,3,1,1,1,1,1,1
2,13,0,1,1,1,1,1,1
2,13,1,1,1,1,1,1,1
2,13,2,1,1,1,1,1,1
2,13,3,1,1,1,1,1,1
2,14,0,1,1,1,1,1,1
2,14,1,1,1,1,1,1,1
2,14,2,1,1,1,1,1,1
2,14,3,1,1,1,1,1,1
2,15,0,1,1,1,1,1,1
2,15,1,1,1,1,1,1,1
2,15,2,1,1,1,1,1,1
2,15,3,1,1,1,1,1,1
2,16,0,1,1,1,1,1,1
2,16,1,1,1,1,1,1,1
2,16,2,1,1,1,1,1,1
2,16,3,1,1,1,1,1,1
2,17,0,1,1,1,1,1,1
2,17,1,1,1,1,1,1,1
2,17,2,1,1,1,1,1,1
2,17,3,1,1,1,1,1,1
2,18,0,1,1,1,1,1,1
2,18,1,1,1,1,1,1,1
2,18,2,1,1,1,1,1,1
2,18,3,1,1,1,1,1,1
2,19,0,1,1,1,1,1,1
2,19,1,1,1,1,1,1,1
2,19,2,1,1,1,1,1,1
2,19,3,1,1,1,1,1,1
2,20,0,1,1,1,1,1,1
2,20,1,1,1,1,1,1,1
2,20,2,1,1,1,1,1,1
2,20,3,1,1,1,1,1,1
2,21,0,1,1,1,1,1,1
2,21,1,1,1,1,1,1,1
2,21,2,1,1,1,1,1,1
2,21,3,1,1,1,1,1,1
3,2,0,1,1,1,1,1,1
3,2,1,1,1,1,1,1,1
3,2,2,1,1,1,1,1,1
3,2,3,1,1,1,1,1,1
3,3,0,1,1,1,1,1,1
3,3,1,1,1,1,1,1,1
3,3,2,1,1,1,1,1,1
3,3,3,1,1,1,1,1,1
3,4,0,1,1,1,1,1,1
3,4,1,1,1,1,1,1,1
3,4,2,1,1,1,1,1,1
3,4,3,1,1,1,1,1,1
3,5,0,1,1,1,1,1,1
3,5,1,1,1,1,1,1,1
3,5,2,1,1,1,1,1,1
3,5,3,1,1,1,1,1,1
3,6,0,1,1,1,1,1,1
3,6,1,1,1,1,1,1,1
3,6,2,1,1,1,1,1,1
3,6,3,1,1,1,1,1,1
3,7,0,1,1,1,1,1,1
3,7,1,1,1,1,1,1,1
3,7,2,1,1,1,1,1,1
3,7,3,1,1,1,1,1,1
3,8,0,1,1,1,1,1,1
3,8,1,1,1,1,1,1,1
3,8,2,1,1,1,1,1,1
3,8,3,1,1,1,1,1,1
3,9,0,1,1,1,1,1,1
3,9,1,1,1,1,1,1,1
3,9,2,1,1,1,1,1,1
3,9,3,1,1,1,1,1,1
3,10,0,1,1,1,1,1,1
3,10,1,1,1,1,1,1,1
3,10,2,1,1,1,1,1,1
